Datum;Periode ab;kW
07.01.2021;13:15;2275,28
07.01.2021;13:30;2037,28
07.01.2021;13:45;2256,24
07.01.2021;14:00;2960,72
07.01.2021;14:15;3017,84
07.01.2021;14:30;2960,72
07.01.2021;14:45;2960,72
07.01.2021;15:00;3074,96
07.01.2021;15:15;3113,04
07.01.2021;15:30;3084,48
07.01.2021;15:45;3036,88
07.01.2021;16:00;2303,84
07.01.2021;16:15;1637,44
07.01.2021;16:30;2351,44
07.01.2021;16:45;1618,40
07.01.2021;17:00;2675,12
07.01.2021;17:15;2618,00
07.01.2021;17:30;1932,56
07.01.2021;17:45;1028,16
07.01.2021;18:00;437,92
07.01.2021;18:15;428,40
07.01.2021;18:30;1780,24
07.01.2021;18:45;2018,24
07.01.2021;19:00;1923,04
07.01.2021;19:15;1865,92
07.01.2021;19:30;1856,40
07.01.2021;19:45;1894,48
07.01.2021;20:00;1875,44
07.01.2021;20:15;1846,88
07.01.2021;20:30;1856,40
07.01.2021;20:45;1856,40
07.01.2021;21:00;1856,40
07.01.2021;21:15;1808,80
07.01.2021;21:30;1761,20
07.01.2021;21:45;1761,20
07.01.2021;22:00;1789,76
07.01.2021;22:15;2256,24
07.01.2021;22:30;2037,28
07.01.2021;22:45;2103,92
07.01.2021;23:00;2103,92
07.01.2021;23:15;2084,88
07.01.2021;23:30;2103,92
07.01.2021;23:45;2103,92
08.01.2021;00:00;2389,52
08.01.2021;00:15;2836,96
08.01.2021;00:30;2875,04
08.01.2021;00:45;2856,00
08.01.2021;01:00;2884,56
08.01.2021;01:15;2875,04
08.01.2021;01:30;2903,60
08.01.2021;01:45;1428,00
08.01.2021;02:00;361,76
08.01.2021;02:15;342,72
08.01.2021;02:30;1570,80
08.01.2021;02:45;2722,72
08.01.2021;03:00;2189,60
08.01.2021;03:15;2113,44
08.01.2021;03:30;2018,24
08.01.2021;03:45;2608,48
08.01.2021;04:00;2979,76
08.01.2021;04:15;2713,20
08.01.2021;04:30;2237,20
08.01.2021;04:45;2151,52
08.01.2021;05:00;2142,00
08.01.2021;05:15;2142,00
08.01.2021;05:30;1961,12
08.01.2021;05:45;1884,96
08.01.2021;06:00;2084,88
08.01.2021;06:15;2132,48
08.01.2021;06:30;2151,52
08.01.2021;06:45;2199,12
08.01.2021;07:00;2180,08
08.01.2021;07:15;2056,32
08.01.2021;07:30;1961,12
08.01.2021;07:45;2084,88
08.01.2021;08:00;2122,96
08.01.2021;08:15;2132,48
08.01.2021;08:30;2132,48
08.01.2021;08:45;2122,96
08.01.2021;09:00;2113,44
08.01.2021;09:15;2122,96
08.01.2021;09:30;2113,44
08.01.2021;09:45;1951,60
08.01.2021;10:00;580,72
08.01.2021;10:15;476,00
08.01.2021;10:30;1599,36
08.01.2021;10:45;2103,92
08.01.2021;11:00;2132,48
08.01.2021;11:15;2122,96
08.01.2021;11:30;2151,52
08.01.2021;11:45;2018,24
08.01.2021;12:00;1770,72
08.01.2021;12:15;1961,12
08.01.2021;12:30;2094,40
08.01.2021;12:45;2113,44
08.01.2021;13:00;2161,04
08.01.2021;13:15;2103,92
08.01.2021;13:30;1884,96
08.01.2021;13:45;1923,04
08.01.2021;14:00;3027,36
08.01.2021;14:15;3512,88
08.01.2021;14:30;3722,32
08.01.2021;14:45;3712,80
08.01.2021;15:00;3722,32
08.01.2021;15:15;3722,32
08.01.2021;15:30;3722,32
08.01.2021;15:45;3703,28
08.01.2021;16:00;3684,24
08.01.2021;16:15;3684,24
08.01.2021;16:30;3665,20
08.01.2021;16:45;3303,44
08.01.2021;17:00;3379,60
08.01.2021;17:15;3446,24
08.01.2021;17:30;2694,16
08.01.2021;17:45;1399,44
08.01.2021;18:00;456,96
08.01.2021;18:15;428,40
08.01.2021;18:30;1818,32
08.01.2021;18:45;3198,72
08.01.2021;19:00;3512,88
08.01.2021;19:15;3531,92
08.01.2021;19:30;3550,96
08.01.2021;19:45;3046,40
08.01.2021;20:00;3503,36
08.01.2021;20:15;3522,40
08.01.2021;20:30;3493,84
08.01.2021;20:45;3512,88
08.01.2021;21:00;3531,92
08.01.2021;21:15;3512,88
08.01.2021;21:30;3370,08
08.01.2021;21:45;3351,04
08.01.2021;22:00;3493,84
08.01.2021;22:15;3436,72
08.01.2021;22:30;2246,72
08.01.2021;22:45;2180,08
08.01.2021;23:00;2142,00
08.01.2021;23:15;2932,16
08.01.2021;23:30;2570,40
08.01.2021;23:45;2903,60
09.01.2021;00:00;2589,44
09.01.2021;00:15;2998,80
09.01.2021;00:30;2503,76
09.01.2021;00:45;2341,92
09.01.2021;01:00;2303,84
09.01.2021;01:15;2180,08
09.01.2021;01:30;1751,68
09.01.2021;01:45;666,40
09.01.2021;02:00;390,32
09.01.2021;02:15;342,72
09.01.2021;02:30;733,04
09.01.2021;02:45;1532,72
09.01.2021;03:00;1323,28
09.01.2021;03:15;2018,24
09.01.2021;03:30;2332,40
09.01.2021;03:45;3065,44
09.01.2021;04:00;2322,88
09.01.2021;04:15;2218,16
09.01.2021;04:30;2437,12
09.01.2021;04:45;2922,64
09.01.2021;05:00;2284,80
09.01.2021;05:15;1713,60
09.01.2021;05:30;1170,96
09.01.2021;05:45;561,68
09.01.2021;06:00;418,88
09.01.2021;06:15;409,36
09.01.2021;06:30;476,00
09.01.2021;06:45;428,40
09.01.2021;07:00;399,84
09.01.2021;07:15;342,72
09.01.2021;07:30;390,32
09.01.2021;07:45;409,36
09.01.2021;08:00;409,36
09.01.2021;08:15;552,16
09.01.2021;08:30;647,36
09.01.2021;08:45;628,32
09.01.2021;09:00;609,28
09.01.2021;09:15;466,48
09.01.2021;09:30;447,44
09.01.2021;09:45;628,32
09.01.2021;10:00;580,72
09.01.2021;10:15;561,68
09.01.2021;10:30;476,00
09.01.2021;10:45;352,24
09.01.2021;11:00;352,24
09.01.2021;11:15;590,24
09.01.2021;11:30;399,84
09.01.2021;11:45;285,60
09.01.2021;12:00;276,08
09.01.2021;12:15;285,60
09.01.2021;12:30;295,12
09.01.2021;12:45;285,60
09.01.2021;13:00;285,60
09.01.2021;13:15;276,08
09.01.2021;13:30;199,92
09.01.2021;13:45;85,68
09.01.2021;14:00;76,16
09.01.2021;14:15;66,64
09.01.2021;14:30;76,16
09.01.2021;14:45;66,64
09.01.2021;15:00;76,16
09.01.2021;15:15;66,64
09.01.2021;15:30;76,16
09.01.2021;15:45;66,64
09.01.2021;16:00;76,16
09.01.2021;16:15;66,64
09.01.2021;16:30;76,16
09.01.2021;16:45;66,64
09.01.2021;17:00;76,16
09.01.2021;17:15;66,64
09.01.2021;17:30;76,16
09.01.2021;17:45;76,16
09.01.2021;18:00;66,64
09.01.2021;18:15;76,16
09.01.2021;18:30;76,16
09.01.2021;18:45;66,64
09.01.2021;19:00;76,16
09.01.2021;19:15;76,16
09.01.2021;19:30;76,16
09.01.2021;19:45;76,16
09.01.2021;20:00;66,64
09.01.2021;20:15;76,16
09.01.2021;20:30;76,16
09.01.2021;20:45;66,64
09.01.2021;21:00;76,16
09.01.2021;21:15;66,64
09.01.2021;21:30;76,16
09.01.2021;21:45;76,16
09.01.2021;22:00;66,64
09.01.2021;22:15;76,16
09.01.2021;22:30;76,16
09.01.2021;22:45;76,16
09.01.2021;23:00;66,64
09.01.2021;23:15;76,16
09.01.2021;23:30;76,16
09.01.2021;23:45;66,64
10.01.2021;00:00;76,16
10.01.2021;00:15;76,16
10.01.2021;00:30;76,16
10.01.2021;00:45;66,64
10.01.2021;01:00;76,16
10.01.2021;01:15;76,16
10.01.2021;01:30;66,64
10.01.2021;01:45;76,16
10.01.2021;02:00;76,16
10.01.2021;02:15;66,64
10.01.2021;02:30;76,16
10.01.2021;02:45;76,16
10.01.2021;03:00;76,16
10.01.2021;03:15;66,64
10.01.2021;03:30;76,16
10.01.2021;03:45;76,16
10.01.2021;04:00;76,16
10.01.2021;04:15;66,64
10.01.2021;04:30;76,16
10.01.2021;04:45;76,16
10.01.2021;05:00;66,64
10.01.2021;05:15;76,16
10.01.2021;05:30;76,16
10.01.2021;05:45;76,16
10.01.2021;06:00;66,64
10.01.2021;06:15;76,16
10.01.2021;06:30;76,16
10.01.2021;06:45;66,64
10.01.2021;07:00;76,16
10.01.2021;07:15;76,16
10.01.2021;07:30;66,64
10.01.2021;07:45;76,16
10.01.2021;08:00;76,16
10.01.2021;08:15;66,64
10.01.2021;08:30;76,16
10.01.2021;08:45;76,16
10.01.2021;09:00;66,64
10.01.2021;09:15;76,16
10.01.2021;09:30;66,64
10.01.2021;09:45;76,16
10.01.2021;10:00;76,16
10.01.2021;10:15;66,64
10.01.2021;10:30;76,16
10.01.2021;10:45;76,16
10.01.2021;11:00;66,64
10.01.2021;11:15;76,16
10.01.2021;11:30;66,64
