Datum;Periode ab;kW
02.01.2021;11:30;364,22
02.01.2021;11:45;358,96
02.01.2021;12:00;345,15
02.01.2021;12:15;352,20
02.01.2021;12:30;353,73
02.01.2021;12:45;364,51
02.01.2021;13:00;369,40
02.01.2021;13:15;372,44
02.01.2021;13:30;372,59
02.01.2021;13:45;367,12
02.01.2021;14:00;362,83
02.01.2021;14:15;362,67
02.01.2021;14:30;373,07
02.01.2021;14:45;358,27
02.01.2021;15:00;367,83
02.01.2021;15:15;385,20
02.01.2021;15:30;378,86
02.01.2021;15:45;392,86
02.01.2021;16:00;442,07
02.01.2021;16:15;481,22
02.01.2021;16:30;509,25
02.01.2021;16:45;502,24
02.01.2021;17:00;504,58
02.01.2021;17:15;504,58
02.01.2021;17:30;488,22
02.01.2021;17:45;504,58
02.01.2021;18:00;506,91
02.01.2021;18:15;504,58
02.01.2021;18:30;499,90
02.01.2021;18:45;506,91
02.01.2021;19:00;499,90
02.01.2021;19:15;513,92
02.01.2021;19:30;509,25
02.01.2021;19:45;511,58
02.01.2021;20:00;509,25
02.01.2021;20:15;504,58
02.01.2021;20:30;516,26
02.01.2021;20:45;516,26
02.01.2021;21:00;530,27
02.01.2021;21:15;537,28
02.01.2021;21:30;525,60
02.01.2021;21:45;534,94
02.01.2021;22:00;551,30
02.01.2021;22:15;539,62
02.01.2021;22:30;551,30
02.01.2021;22:45;530,27
02.01.2021;23:00;530,27
02.01.2021;23:15;539,62
02.01.2021;23:30;513,92
02.01.2021;23:45;516,26
03.01.2021;00:00;523,26
03.01.2021;00:15;513,92
03.01.2021;00:30;532,61
03.01.2021;00:45;532,61
03.01.2021;01:00;520,93
03.01.2021;01:15;534,94
03.01.2021;01:30;516,26
03.01.2021;01:45;502,24
03.01.2021;02:00;509,25
03.01.2021;02:15;492,90
03.01.2021;02:30;504,58
03.01.2021;02:45;492,90
03.01.2021;03:00;502,24
03.01.2021;03:15;497,57
03.01.2021;03:30;504,58
03.01.2021;03:45;499,90
03.01.2021;04:00;520,93
03.01.2021;04:15;516,26
03.01.2021;04:30;516,26
03.01.2021;04:45;509,25
03.01.2021;05:00;504,58
03.01.2021;05:15;495,23
03.01.2021;05:30;504,58
03.01.2021;05:45;506,91
03.01.2021;06:00;506,91
03.01.2021;06:15;502,24
03.01.2021;06:30;506,91
03.01.2021;06:45;511,58
03.01.2021;07:00;511,58
03.01.2021;07:15;532,61
03.01.2021;07:30;513,92
03.01.2021;07:45;504,58
03.01.2021;08:00;453,18
03.01.2021;08:15;369,09
03.01.2021;08:30;374,86
03.01.2021;08:45;357,54
03.01.2021;09:00;359,63
03.01.2021;09:15;354,67
03.01.2021;09:30;357,48
03.01.2021;09:45;366,31
03.01.2021;10:00;367,77
03.01.2021;10:15;370,05
03.01.2021;10:30;377,90
03.01.2021;10:45;370,42
03.01.2021;11:00;372,15
03.01.2021;11:15;359,98
03.01.2021;11:30;343,48
03.01.2021;11:45;343,67
03.01.2021;12:00;336,79
03.01.2021;12:15;334,63
03.01.2021;12:30;335,92
03.01.2021;12:45;341,27
03.01.2021;13:00;355,33
03.01.2021;13:15;372,12
03.01.2021;13:30;373,88
03.01.2021;13:45;377,81
03.01.2021;14:00;372,17
03.01.2021;14:15;371,49
03.01.2021;14:30;380,32
03.01.2021;14:45;371,44
03.01.2021;15:00;375,61
03.01.2021;15:15;372,74
03.01.2021;15:30;382,42
03.01.2021;15:45;388,46
03.01.2021;16:00;443,84
03.01.2021;16:15;483,55
03.01.2021;16:30;530,27
03.01.2021;16:45;523,26
03.01.2021;17:00;511,58
03.01.2021;17:15;504,58
03.01.2021;17:30;502,24
03.01.2021;17:45;488,22
03.01.2021;18:00;483,55
03.01.2021;18:15;488,22
03.01.2021;18:30;490,56
03.01.2021;18:45;492,90
03.01.2021;19:00;495,23
03.01.2021;19:15;511,58
03.01.2021;19:30;506,91
03.01.2021;19:45;516,26
03.01.2021;20:00;504,58
03.01.2021;20:15;497,57
03.01.2021;20:30;495,23
03.01.2021;20:45;492,90
03.01.2021;21:00;499,90
03.01.2021;21:15;506,91
03.01.2021;21:30;513,92
03.01.2021;21:45;509,25
03.01.2021;22:00;537,28
03.01.2021;22:15;539,62
03.01.2021;22:30;551,30
03.01.2021;22:45;548,96
03.01.2021;23:00;548,96
03.01.2021;23:15;548,96
03.01.2021;23:30;532,61
03.01.2021;23:45;537,28
04.01.2021;00:00;530,27
04.01.2021;00:15;532,61
04.01.2021;00:30;532,61
04.01.2021;00:45;516,26
04.01.2021;01:00;520,93
04.01.2021;01:15;516,26
04.01.2021;01:30;506,91
04.01.2021;01:45;504,58
04.01.2021;02:00;502,24
04.01.2021;02:15;497,57
04.01.2021;02:30;513,92
04.01.2021;02:45;488,22
04.01.2021;03:00;499,90
04.01.2021;03:15;499,90
04.01.2021;03:30;497,57
04.01.2021;03:45;506,91
04.01.2021;04:00;516,26
04.01.2021;04:15;513,92
04.01.2021;04:30;518,59
04.01.2021;04:45;511,58
04.01.2021;05:00;516,26
04.01.2021;05:15;523,26
04.01.2021;05:30;523,26
04.01.2021;05:45;534,94
04.01.2021;06:00;523,26
04.01.2021;06:15;520,93
04.01.2021;06:30;520,93
04.01.2021;06:45;525,60
04.01.2021;07:00;525,60
04.01.2021;07:15;513,92
04.01.2021;07:30;506,91
04.01.2021;07:45;509,25
04.01.2021;08:00;476,54
04.01.2021;08:15;401,82
04.01.2021;08:30;416,26
04.01.2021;08:45;403,68
04.01.2021;09:00;403,82
04.01.2021;09:15;404,19
04.01.2021;09:30;395,66
04.01.2021;09:45;383,87
04.01.2021;10:00;414,80
04.01.2021;10:15;401,76
04.01.2021;10:30;393,20
04.01.2021;10:45;372,60
04.01.2021;11:00;357,20
04.01.2021;11:15;342,88
04.01.2021;11:30;333,69
04.01.2021;11:45;327,34
04.01.2021;12:00;323,82
04.01.2021;12:15;339,80
04.01.2021;12:30;339,27
04.01.2021;12:45;334,85
04.01.2021;13:00;337,19
04.01.2021;13:15;320,32
04.01.2021;13:30;330,24
04.01.2021;13:45;340,81
04.01.2021;14:00;335,39
04.01.2021;14:15;338,08
04.01.2021;14:30;344,48
04.01.2021;14:45;343,46
04.01.2021;15:00;349,61
04.01.2021;15:15;359,64
04.01.2021;15:30;359,91
04.01.2021;15:45;349,66
04.01.2021;16:00;376,41
04.01.2021;16:15;425,15
04.01.2021;16:30;455,52
04.01.2021;16:45;453,18
04.01.2021;17:00;457,86
04.01.2021;17:15;453,18
04.01.2021;17:30;443,84
04.01.2021;17:45;462,53
04.01.2021;18:00;448,51
04.01.2021;18:15;460,19
04.01.2021;18:30;464,86
04.01.2021;18:45;474,21
04.01.2021;19:00;467,20
04.01.2021;19:15;436,83
04.01.2021;19:30;439,17
04.01.2021;19:45;439,17
04.01.2021;20:00;441,50
04.01.2021;20:15;434,50
04.01.2021;20:30;450,85
04.01.2021;20:45;434,50
04.01.2021;21:00;453,18
04.01.2021;21:15;455,52
04.01.2021;21:30;469,54
04.01.2021;21:45;485,89
04.01.2021;22:00;490,56
04.01.2021;22:15;483,55
04.01.2021;22:30;490,56
04.01.2021;22:45;481,22
04.01.2021;23:00;481,22
04.01.2021;23:15;485,89
04.01.2021;23:30;462,53
04.01.2021;23:45;478,88
05.01.2021;00:00;474,21
05.01.2021;00:15;488,22
05.01.2021;00:30;490,56
05.01.2021;00:45;483,55
05.01.2021;01:00;467,20
05.01.2021;01:15;462,53
05.01.2021;01:30;446,18
05.01.2021;01:45;450,85
05.01.2021;02:00;443,84
05.01.2021;02:15;450,85
05.01.2021;02:30;448,51
05.01.2021;02:45;446,18
05.01.2021;03:00;448,51
05.01.2021;03:15;446,18
05.01.2021;03:30;446,18
05.01.2021;03:45;457,86
05.01.2021;04:00;450,85
05.01.2021;04:15;457,86
05.01.2021;04:30;457,86
05.01.2021;04:45;448,51
05.01.2021;05:00;448,51
05.01.2021;05:15;453,18
05.01.2021;05:30;455,52
05.01.2021;05:45;474,21
05.01.2021;06:00;460,19
05.01.2021;06:15;483,55
05.01.2021;06:30;476,54
05.01.2021;06:45;483,55
05.01.2021;07:00;492,90
05.01.2021;07:15;490,56
05.01.2021;07:30;469,54
05.01.2021;07:45;481,22
05.01.2021;08:00;413,55
05.01.2021;08:15;327,23
05.01.2021;08:30;322,57
05.01.2021;08:45;311,14
05.01.2021;09:00;313,26
05.01.2021;09:15;305,50
05.01.2021;09:30;294,16
05.01.2021;09:45;288,27
05.01.2021;10:00;292,14
05.01.2021;10:15;292,26
05.01.2021;10:30;304,05
05.01.2021;10:45;299,30
05.01.2021;11:00;313,17
05.01.2021;11:15;306,34
05.01.2021;11:30;300,19
05.01.2021;11:45;299,44
05.01.2021;12:00;297,24
05.01.2021;12:15;313,13
05.01.2021;12:30;315,65
05.01.2021;12:45;320,66
05.01.2021;13:00;330,07
05.01.2021;13:15;348,59
05.01.2021;13:30;337,08
05.01.2021;13:45;348,73
05.01.2021;14:00;343,06
05.01.2021;14:15;357,20
05.01.2021;14:30;368,81
05.01.2021;14:45;366,79
05.01.2021;15:00;357,41
05.01.2021;15:15;366,75
05.01.2021;15:30;350,40
05.01.2021;15:45;373,76
05.01.2021;16:00;390,11
05.01.2021;16:15;455,52
05.01.2021;16:30;474,21
05.01.2021;16:45;476,54
05.01.2021;17:00;476,54
05.01.2021;17:15;469,54
05.01.2021;17:30;450,85
05.01.2021;17:45;464,86
05.01.2021;18:00;453,18
05.01.2021;18:15;446,18
05.01.2021;18:30;464,86
05.01.2021;18:45;460,19
05.01.2021;19:00;457,86
05.01.2021;19:15;469,54
05.01.2021;19:30;462,53
05.01.2021;19:45;467,20
05.01.2021;20:00;460,19
05.01.2021;20:15;455,52
05.01.2021;20:30;469,54
05.01.2021;20:45;450,85
05.01.2021;21:00;464,86
05.01.2021;21:15;460,19
05.01.2021;21:30;439,17
05.01.2021;21:45;457,86
05.01.2021;22:00;474,21
05.01.2021;22:15;481,22
05.01.2021;22:30;481,22
05.01.2021;22:45;478,88
05.01.2021;23:00;481,22
05.01.2021;23:15;492,90
05.01.2021;23:30;490,56
05.01.2021;23:45;492,90
06.01.2021;00:00;481,22
06.01.2021;00:15;469,54
06.01.2021;00:30;476,54
06.01.2021;00:45;462,53
06.01.2021;01:00;464,86
06.01.2021;01:15;460,19
06.01.2021;01:30;460,19
06.01.2021;01:45;467,20
06.01.2021;02:00;464,86
06.01.2021;02:15;467,20
06.01.2021;02:30;455,52
06.01.2021;02:45;450,85
06.01.2021;03:00;448,51
06.01.2021;03:15;448,51
06.01.2021;03:30;443,84
06.01.2021;03:45;455,52
06.01.2021;04:00;457,86
06.01.2021;04:15;460,19
06.01.2021;04:30;457,86
06.01.2021;04:45;448,51
06.01.2021;05:00;462,53
06.01.2021;05:15;471,87
06.01.2021;05:30;474,21
06.01.2021;05:45;457,86
06.01.2021;06:00;460,19
06.01.2021;06:15;455,52
06.01.2021;06:30;476,54
06.01.2021;06:45;453,18
06.01.2021;07:00;474,21
06.01.2021;07:15;476,54
06.01.2021;07:30;455,52
06.01.2021;07:45;467,20
06.01.2021;08:00;415,81
06.01.2021;08:15;352,74
06.01.2021;08:30;345,73
06.01.2021;08:45;334,05
06.01.2021;09:00;345,73
06.01.2021;09:15;355,07
06.01.2021;09:30;336,38
06.01.2021;09:45;345,73
06.01.2021;10:00;346,91
06.01.2021;10:15;337,51
06.01.2021;10:30;335,73
06.01.2021;10:45;324,14
06.01.2021;11:00;335,46
06.01.2021;11:15;340,07
06.01.2021;11:30;342,05
06.01.2021;11:45;337,42
06.01.2021;12:00;333,37
06.01.2021;12:15;344,82
06.01.2021;12:30;331,31
06.01.2021;12:45;332,73
06.01.2021;13:00;327,76
06.01.2021;13:15;341,70
06.01.2021;13:30;329,96
06.01.2021;13:45;334,68
06.01.2021;14:00;322,65
06.01.2021;14:15;311,61
06.01.2021;14:30;336,67
06.01.2021;14:45;322,95
06.01.2021;15:00;329,38
06.01.2021;15:15;345,73
06.01.2021;15:30;345,73
06.01.2021;15:45;355,07
06.01.2021;16:00;380,77
06.01.2021;16:15;434,50
06.01.2021;16:30;462,53
06.01.2021;16:45;483,55
06.01.2021;17:00;481,22
06.01.2021;17:15;476,54
06.01.2021;17:30;460,19
06.01.2021;17:45;455,52
06.01.2021;18:00;448,51
06.01.2021;18:15;460,19
06.01.2021;18:30;460,19
06.01.2021;18:45;443,84
06.01.2021;19:00;467,20
06.01.2021;19:15;453,18
06.01.2021;19:30;448,51
06.01.2021;19:45;464,86
06.01.2021;20:00;467,20
06.01.2021;20:15;455,52
06.01.2021;20:30;467,20
06.01.2021;20:45;453,18
06.01.2021;21:00;469,54
06.01.2021;21:15;471,87
06.01.2021;21:30;464,86
06.01.2021;21:45;476,54
06.01.2021;22:00;502,24
06.01.2021;22:15;485,89
06.01.2021;22:30;490,56
06.01.2021;22:45;492,90
06.01.2021;23:00;490,56
06.01.2021;23:15;478,88
06.01.2021;23:30;481,22
06.01.2021;23:45;488,22
07.01.2021;00:00;474,21
07.01.2021;00:15;478,88
07.01.2021;00:30;481,22
07.01.2021;00:45;467,20
07.01.2021;01:00;462,53
07.01.2021;01:15;457,86
07.01.2021;01:30;455,52
07.01.2021;01:45;450,85
07.01.2021;02:00;453,18
07.01.2021;02:15;441,50
07.01.2021;02:30;457,86
07.01.2021;02:45;441,50
07.01.2021;03:00;453,18
07.01.2021;03:15;448,51
07.01.2021;03:30;455,52
07.01.2021;03:45;457,86
07.01.2021;04:00;467,20
07.01.2021;04:15;485,89
07.01.2021;04:30;483,55
07.01.2021;04:45;467,20
07.01.2021;05:00;469,54
07.01.2021;05:15;462,53
07.01.2021;05:30;457,86
07.01.2021;05:45;469,54
07.01.2021;06:00;455,52
07.01.2021;06:15;464,86
07.01.2021;06:30;471,87
07.01.2021;06:45;455,52
07.01.2021;07:00;497,57
07.01.2021;07:15;476,54
07.01.2021;07:30;467,20
07.01.2021;07:45;462,53
07.01.2021;08:00;432,16
07.01.2021;08:15;355,07
07.01.2021;08:30;369,09
07.01.2021;08:45;369,09
07.01.2021;09:00;378,43
07.01.2021;09:15;385,50
07.01.2021;09:30;385,45
07.01.2021;09:45;393,31
07.01.2021;10:00;393,17
07.01.2021;10:15;375,16
07.01.2021;10:30;385,36
07.01.2021;10:45;375,00
07.01.2021;11:00;363,13
07.01.2021;11:15;357,80
07.01.2021;11:30;352,24
07.01.2021;11:45;349,89
07.01.2021;12:00;350,09
07.01.2021;12:15;343,52
07.01.2021;12:30;343,39
07.01.2021;12:45;345,02
07.01.2021;13:00;345,14
07.01.2021;13:15;346,27
07.01.2021;13:30;337,41
07.01.2021;13:45;339,47
07.01.2021;14:00;336,77
07.01.2021;14:15;328,54
07.01.2021;14:30;345,56
07.01.2021;14:45;329,91
07.01.2021;15:00;332,89
07.01.2021;15:15;335,15
07.01.2021;15:30;348,41
07.01.2021;15:45;355,07
07.01.2021;16:00;362,08
07.01.2021;16:15;441,50
07.01.2021;16:30;483,55
07.01.2021;16:45;492,90
07.01.2021;17:00;499,90
07.01.2021;17:15;490,56
07.01.2021;17:30;485,89
07.01.2021;17:45;478,88
07.01.2021;18:00;469,54
07.01.2021;18:15;474,21
07.01.2021;18:30;481,22
07.01.2021;18:45;471,87
07.01.2021;19:00;471,87
07.01.2021;19:15;462,53
07.01.2021;19:30;455,52
07.01.2021;19:45;455,52
07.01.2021;20:00;448,51
07.01.2021;20:15;446,18
07.01.2021;20:30;450,85
07.01.2021;20:45;450,85
07.01.2021;21:00;448,51
07.01.2021;21:15;450,85
07.01.2021;21:30;455,52
07.01.2021;21:45;476,54
07.01.2021;22:00;490,56
07.01.2021;22:15;495,23
07.01.2021;22:30;495,23
07.01.2021;22:45;513,92
07.01.2021;23:00;518,59
07.01.2021;23:15;511,58
07.01.2021;23:30;504,58
07.01.2021;23:45;495,23
08.01.2021;00:00;488,22
08.01.2021;00:15;485,89
08.01.2021;00:30;492,90
08.01.2021;00:45;476,54
08.01.2021;01:00;469,54
08.01.2021;01:15;471,87
08.01.2021;01:30;450,85
08.01.2021;01:45;464,86
08.01.2021;02:00;453,18
08.01.2021;02:15;464,86
08.01.2021;02:30;467,20
08.01.2021;02:45;460,19
08.01.2021;03:00;462,53
08.01.2021;03:15;471,87
08.01.2021;03:30;457,86
08.01.2021;03:45;474,21
08.01.2021;04:00;478,88
08.01.2021;04:15;485,89
08.01.2021;04:30;483,55
08.01.2021;04:45;467,20
08.01.2021;05:00;460,19
08.01.2021;05:15;476,54
08.01.2021;05:30;460,19
08.01.2021;05:45;469,54
08.01.2021;06:00;455,52
08.01.2021;06:15;460,19
08.01.2021;06:30;453,18
08.01.2021;06:45;464,86
08.01.2021;07:00;476,54
08.01.2021;07:15;483,55
08.01.2021;07:30;476,54
08.01.2021;07:45;481,22
08.01.2021;08:00;420,48
08.01.2021;08:15;355,07
08.01.2021;08:30;359,74
08.01.2021;08:45;366,81
08.01.2021;09:00;364,42
08.01.2021;09:15;376,50
08.01.2021;09:30;383,91
08.01.2021;09:45;396,90
08.01.2021;10:00;403,93
08.01.2021;10:15;422,89
08.01.2021;10:30;446,89
08.01.2021;10:45;435,47
08.01.2021;11:00;455,18
08.01.2021;11:15;429,60
08.01.2021;11:30;425,99
08.01.2021;11:45;425,65
08.01.2021;12:00;412,39
08.01.2021;12:15;407,49
08.01.2021;12:30;402,86
08.01.2021;12:45;396,94
08.01.2021;13:00;380,51
08.01.2021;13:15;386,07
08.01.2021;13:30;376,90
08.01.2021;13:45;373,18
08.01.2021;14:00;372,84
08.01.2021;14:15;363,28
08.01.2021;14:30;377,18
08.01.2021;14:45;365,55
08.01.2021;15:00;376,76
08.01.2021;15:15;373,15
08.01.2021;15:30;379,47
08.01.2021;15:45;383,73
08.01.2021;16:00;395,07
08.01.2021;16:15;479,17
08.01.2021;16:30;481,22
08.01.2021;16:45;502,24
08.01.2021;17:00;506,91
08.01.2021;17:15;513,92
08.01.2021;17:30;513,92
08.01.2021;17:45;523,26
08.01.2021;18:00;527,94
08.01.2021;18:15;516,26
08.01.2021;18:30;527,94
08.01.2021;18:45;520,93
08.01.2021;19:00;518,59
08.01.2021;19:15;506,91
08.01.2021;19:30;502,24
08.01.2021;19:45;502,24
08.01.2021;20:00;509,25
08.01.2021;20:15;497,57
08.01.2021;20:30;511,58
08.01.2021;20:45;504,58
08.01.2021;21:00;513,92
08.01.2021;21:15;504,58
08.01.2021;21:30;511,58
08.01.2021;21:45;506,91
08.01.2021;22:00;534,94
08.01.2021;22:15;525,60
08.01.2021;22:30;553,63
08.01.2021;22:45;527,94
08.01.2021;23:00;546,62
08.01.2021;23:15;534,94
08.01.2021;23:30;534,94
08.01.2021;23:45;530,27
09.01.2021;00:00;537,28
09.01.2021;00:15;525,60
09.01.2021;00:30;537,28
09.01.2021;00:45;513,92
09.01.2021;01:00;530,27
09.01.2021;01:15;518,59
09.01.2021;01:30;511,58
09.01.2021;01:45;499,90
09.01.2021;02:00;497,57
09.01.2021;02:15;485,89
09.01.2021;02:30;497,57
09.01.2021;02:45;478,88
09.01.2021;03:00;488,22
09.01.2021;03:15;499,90
09.01.2021;03:30;499,90
09.01.2021;03:45;504,58
09.01.2021;04:00;499,90
09.01.2021;04:15;506,91
09.01.2021;04:30;504,58
09.01.2021;04:45;495,23
09.01.2021;05:00;502,24
09.01.2021;05:15;506,91
09.01.2021;05:30;495,23
09.01.2021;05:45;502,24
09.01.2021;06:00;495,23
09.01.2021;06:15;490,56
09.01.2021;06:30;492,90
09.01.2021;06:45;492,90
09.01.2021;07:00;492,90
09.01.2021;07:15;495,23
09.01.2021;07:30;490,56
09.01.2021;07:45;506,91
09.01.2021;08:00;455,52
09.01.2021;08:15;390,11
09.01.2021;08:30;399,46
09.01.2021;08:45;388,06
09.01.2021;09:00;383,45
09.01.2021;09:15;388,75
09.01.2021;09:30;385,06
09.01.2021;09:45;385,12
09.01.2021;10:00;396,07
09.01.2021;10:15;398,96
09.01.2021;10:30;401,88
09.01.2021;10:45;400,89
09.01.2021;11:00;383,66
09.01.2021;11:15;384,69
09.01.2021;11:30;375,69
09.01.2021;11:45;371,63
09.01.2021;12:00;358,44
09.01.2021;12:15;359,93
09.01.2021;12:30;358,49
09.01.2021;12:45;362,45
09.01.2021;13:00;359,18
09.01.2021;13:15;365,19
09.01.2021;13:30;360,30
09.01.2021;13:45;367,70
09.01.2021;14:00;357,75
09.01.2021;14:15;363,59
09.01.2021;14:30;378,14
09.01.2021;14:45;370,92
09.01.2021;15:00;379,78
09.01.2021;15:15;384,33
09.01.2021;15:30;379,69
09.01.2021;15:45;405,91
09.01.2021;16:00;383,45
09.01.2021;16:15;474,21
09.01.2021;16:30;495,23
09.01.2021;16:45;525,60
09.01.2021;17:00;509,25
09.01.2021;17:15;516,26
09.01.2021;17:30;499,90
09.01.2021;17:45;511,58
09.01.2021;18:00;504,58
09.01.2021;18:15;506,91
09.01.2021;18:30;506,91
09.01.2021;18:45;502,24
09.01.2021;19:00;509,25
09.01.2021;19:15;504,58
09.01.2021;19:30;504,58
09.01.2021;19:45;513,92
09.01.2021;20:00;516,26
09.01.2021;20:15;518,59
09.01.2021;20:30;518,59
09.01.2021;20:45;513,92
09.01.2021;21:00;516,26
09.01.2021;21:15;513,92
09.01.2021;21:30;506,91
09.01.2021;21:45;530,27
09.01.2021;22:00;534,94
09.01.2021;22:15;544,29
09.01.2021;22:30;537,28
09.01.2021;22:45;539,62
09.01.2021;23:00;532,61
09.01.2021;23:15;548,96
09.01.2021;23:30;530,27
09.01.2021;23:45;546,62
10.01.2021;00:00;523,26
10.01.2021;00:15;534,94
10.01.2021;00:30;525,60
10.01.2021;00:45;516,26
10.01.2021;01:00;513,92
10.01.2021;01:15;506,91
10.01.2021;01:30;499,90
10.01.2021;01:45;509,25
10.01.2021;02:00;509,25
10.01.2021;02:15;520,93
10.01.2021;02:30;511,58
10.01.2021;02:45;518,59
10.01.2021;03:00;509,25
10.01.2021;03:15;506,91
10.01.2021;03:30;506,91
10.01.2021;03:45;523,26
10.01.2021;04:00;513,92
10.01.2021;04:15;516,26
10.01.2021;04:30;511,58
10.01.2021;04:45;518,59
10.01.2021;05:00;502,24
10.01.2021;05:15;506,91
10.01.2021;05:30;499,90
10.01.2021;05:45;506,91
10.01.2021;06:00;513,92
10.01.2021;06:15;509,25
10.01.2021;06:30;499,90
10.01.2021;06:45;497,57
10.01.2021;07:00;502,24
10.01.2021;07:15;516,26
10.01.2021;07:30;506,91
10.01.2021;07:45;513,92
10.01.2021;08:00;446,18
10.01.2021;08:15;383,10
10.01.2021;08:30;388,35
10.01.2021;08:45;381,40
10.01.2021;09:00;387,11
10.01.2021;09:15;395,09
10.01.2021;09:30;389,36
10.01.2021;09:45;386,12
10.01.2021;10:00;383,02
10.01.2021;10:15;369,07
10.01.2021;10:30;384,91
10.01.2021;10:45;382,33
10.01.2021;11:00;381,01
10.01.2021;11:15;383,86
10.01.2021;11:30;376,00
10.01.2021;11:45;384,34
10.01.2021;12:00;379,72
10.01.2021;12:15;372,58
10.01.2021;12:30;369,49
10.01.2021;12:45;359,50
10.01.2021;13:00;369,44
10.01.2021;13:15;374,48
10.01.2021;13:30;380,03
10.01.2021;13:45;367,81
10.01.2021;14:00;373,96
10.01.2021;14:15;379,55
10.01.2021;14:30;372,30
10.01.2021;14:45;373,12
10.01.2021;15:00;377,40
10.01.2021;15:15;387,96
10.01.2021;15:30;377,65
10.01.2021;15:45;393,66
10.01.2021;16:00;398,04
10.01.2021;16:15;471,87
10.01.2021;16:30;488,22
