Datum;Periode ab;kW
02.01.2021;11:45;980,59
02.01.2021;12:00;1218,67
02.01.2021;12:15;1159,15
02.01.2021;12:30;1169,57
02.01.2021;12:45;1172,54
02.01.2021;13:00;1248,43
02.01.2021;13:15;1261,82
02.01.2021;13:30;1223,14
02.01.2021;13:45;1191,89
02.01.2021;14:00;1214,21
02.01.2021;14:15;1246,94
02.01.2021;14:30;1257,36
02.01.2021;14:45;1315,39
02.01.2021;15:00;1184,45
02.01.2021;15:15;1205,28
02.01.2021;15:30;1235,04
02.01.2021;15:45;1243,97
02.01.2021;16:00;1214,21
02.01.2021;16:15;1193,38
02.01.2021;16:30;1162,13
02.01.2021;16:45;1275,22
02.01.2021;17:00;1324,32
02.01.2021;17:15;1395,74
02.01.2021;17:30;1287,12
02.01.2021;17:45;1223,14
02.01.2021;18:00;1254,38
02.01.2021;18:15;1108,56
02.01.2021;18:30;1047,55
02.01.2021;18:45;1096,66
02.01.2021;19:00;1111,54
02.01.2021;19:15;1089,22
02.01.2021;19:30;1069,87
02.01.2021;19:45;1104,10
02.01.2021;20:00;1199,33
02.01.2021;20:15;1217,18
02.01.2021;20:30;1151,71
02.01.2021;20:45;1096,66
02.01.2021;21:00;1139,81
02.01.2021;21:15;1166,59
02.01.2021;21:30;1130,88
02.01.2021;21:45;1136,83
02.01.2021;22:00;1179,98
02.01.2021;22:15;1227,60
02.01.2021;22:30;1236,53
02.01.2021;22:45;1313,90
02.01.2021;23:00;1302,00
02.01.2021;23:15;1243,97
02.01.2021;23:30;1194,86
02.01.2021;23:45;1133,86
03.01.2021;00:00;1141,30
03.01.2021;00:15;1118,98
03.01.2021;00:30;1069,87
03.01.2021;00:45;1083,26
03.01.2021;01:00;1087,73
03.01.2021;01:15;1114,51
03.01.2021;01:30;1053,50
03.01.2021;01:45;1035,65
03.01.2021;02:00;1078,80
03.01.2021;02:15;1096,66
03.01.2021;02:30;1096,66
03.01.2021;02:45;1142,78
03.01.2021;03:00;1148,74
03.01.2021;03:15;1092,19
03.01.2021;03:30;1185,94
03.01.2021;03:45;1182,96
03.01.2021;04:00;1153,20
03.01.2021;04:15;1191,89
03.01.2021;04:30;1179,98
03.01.2021;04:45;1242,48
03.01.2021;05:00;1248,43
03.01.2021;05:15;1235,04
03.01.2021;05:30;1261,82
03.01.2021;05:45;1141,30
03.01.2021;06:00;1157,66
03.01.2021;06:15;1190,40
03.01.2021;06:30;1239,50
03.01.2021;06:45;1339,20
03.01.2021;07:00;1337,71
03.01.2021;07:15;1352,59
03.01.2021;07:30;1337,71
03.01.2021;07:45;1351,10
03.01.2021;08:00;1328,78
03.01.2021;08:15;1379,38
03.01.2021;08:30;1281,17
03.01.2021;08:45;1258,85
03.01.2021;09:00;1302,00
03.01.2021;09:15;1382,35
03.01.2021;09:30;1447,82
03.01.2021;09:45;1400,21
03.01.2021;10:00;1422,53
03.01.2021;10:15;1438,90
03.01.2021;10:30;1459,73
03.01.2021;10:45;1511,81
03.01.2021;11:00;1486,51
03.01.2021;11:15;1482,05
03.01.2021;11:30;1406,16
03.01.2021;11:45;1489,49
03.01.2021;12:00;1479,07
03.01.2021;12:15;1450,80
03.01.2021;12:30;1389,79
03.01.2021;12:45;1319,86
03.01.2021;13:00;1342,18
03.01.2021;13:15;1235,04
03.01.2021;13:30;1202,30
03.01.2021;13:45;1223,14
03.01.2021;14:00;1233,55
03.01.2021;14:15;1313,90
03.01.2021;14:30;1322,83
03.01.2021;14:45;1365,98
03.01.2021;15:00;1382,35
03.01.2021;15:15;1333,25
03.01.2021;15:30;1299,02
03.01.2021;15:45;1318,37
03.01.2021;16:00;1376,40
03.01.2021;16:15;1299,02
03.01.2021;16:30;1282,66
03.01.2021;16:45;1147,25
03.01.2021;17:00;1304,98
03.01.2021;17:15;1505,86
03.01.2021;17:30;1459,73
03.01.2021;17:45;1455,26
03.01.2021;18:00;1437,41
03.01.2021;18:15;1441,87
03.01.2021;18:30;1447,82
03.01.2021;18:45;1360,03
03.01.2021;19:00;1365,98
03.01.2021;19:15;1446,34
03.01.2021;19:30;1534,13
03.01.2021;19:45;1537,10
03.01.2021;20:00;1517,76
03.01.2021;20:15;1397,23
03.01.2021;20:30;1345,15
03.01.2021;20:45;1214,21
03.01.2021;21:00;1214,21
03.01.2021;21:15;1214,21
03.01.2021;21:30;1290,10
03.01.2021;21:45;1217,18
03.01.2021;22:00;1252,90
03.01.2021;22:15;1209,74
03.01.2021;22:30;1240,99
03.01.2021;22:45;1267,78
03.01.2021;23:00;1269,26
03.01.2021;23:15;1351,10
03.01.2021;23:30;1304,98
03.01.2021;23:45;1297,54
04.01.2021;00:00;1251,41
04.01.2021;00:15;1299,02
04.01.2021;00:30;1240,99
04.01.2021;00:45;1266,29
04.01.2021;01:00;1278,19
04.01.2021;01:15;1348,13
04.01.2021;01:30;1296,05
04.01.2021;01:45;1258,85
04.01.2021;02:00;1206,77
04.01.2021;02:15;1156,18
04.01.2021;02:30;1230,58
04.01.2021;02:45;1300,51
04.01.2021;03:00;1328,78
04.01.2021;03:15;1257,36
04.01.2021;03:30;1309,44
04.01.2021;03:45;1218,67
04.01.2021;04:00;1217,18
04.01.2021;04:15;1205,28
04.01.2021;04:30;1266,29
04.01.2021;04:45;1266,29
04.01.2021;05:00;1215,70
04.01.2021;05:15;1242,48
04.01.2021;05:30;1239,50
04.01.2021;05:45;1218,67
04.01.2021;06:00;1215,70
04.01.2021;06:15;1235,04
04.01.2021;06:30;1296,05
04.01.2021;06:45;1227,60
04.01.2021;07:00;1285,63
04.01.2021;07:15;1302,00
04.01.2021;07:30;1352,59
04.01.2021;07:45;1343,66
04.01.2021;08:00;1492,46
04.01.2021;08:15;1522,22
04.01.2021;08:30;1485,02
04.01.2021;08:45;1565,38
04.01.2021;09:00;1578,77
04.01.2021;09:15;1659,12
04.01.2021;09:30;1638,29
04.01.2021;09:45;1669,54
04.01.2021;10:00;1708,22
04.01.2021;10:15;1662,10
04.01.2021;10:30;1732,03
04.01.2021;10:45;1712,69
04.01.2021;11:00;1703,76
04.01.2021;11:15;1657,63
04.01.2021;11:30;1611,50
04.01.2021;11:45;1580,26
04.01.2021;12:00;1602,58
04.01.2021;12:15;1635,31
04.01.2021;12:30;1560,91
04.01.2021;12:45;1546,03
04.01.2021;13:00;1424,02
04.01.2021;13:15;1477,58
04.01.2021;13:30;1489,49
04.01.2021;13:45;1400,21
04.01.2021;14:00;1416,58
04.01.2021;14:15;1371,94
04.01.2021;14:30;1357,06
04.01.2021;14:45;1351,10
04.01.2021;15:00;1290,10
04.01.2021;15:15;1257,36
04.01.2021;15:30;1215,70
04.01.2021;15:45;1299,02
04.01.2021;16:00;1383,84
04.01.2021;16:15;1306,46
04.01.2021;16:30;1365,98
04.01.2021;16:45;1260,34
04.01.2021;17:00;1245,46
04.01.2021;17:15;1276,70
04.01.2021;17:30;1288,61
04.01.2021;17:45;1315,39
04.01.2021;18:00;1504,37
04.01.2021;18:15;1461,22
04.01.2021;18:30;1507,34
04.01.2021;18:45;1501,39
04.01.2021;19:00;1453,78
04.01.2021;19:15;1428,48
04.01.2021;19:30;1418,06
04.01.2021;19:45;1388,30
04.01.2021;20:00;1437,41
04.01.2021;20:15;1382,35
04.01.2021;20:30;1343,66
04.01.2021;20:45;1407,65
04.01.2021;21:00;1479,07
04.01.2021;21:15;1551,98
04.01.2021;21:30;1541,57
04.01.2021;21:45;1473,12
04.01.2021;22:00;1523,71
04.01.2021;22:15;1529,66
04.01.2021;22:30;1452,29
04.01.2021;22:45;1455,26
04.01.2021;23:00;1486,51
04.01.2021;23:15;1477,58
04.01.2021;23:30;1459,73
04.01.2021;23:45;1471,63
05.01.2021;00:00;1498,42
05.01.2021;00:15;1538,59
05.01.2021;00:30;1464,19
05.01.2021;00:45;1572,82
05.01.2021;01:00;1544,54
05.01.2021;01:15;1586,21
05.01.2021;01:30;1526,69
05.01.2021;01:45;1421,04
05.01.2021;02:00;1456,75
05.01.2021;02:15;1493,95
05.01.2021;02:30;1519,25
05.01.2021;02:45;1571,33
05.01.2021;03:00;1554,96
05.01.2021;03:15;1452,29
05.01.2021;03:30;1468,66
05.01.2021;03:45;1496,93
05.01.2021;04:00;1455,26
05.01.2021;04:15;1380,86
05.01.2021;04:30;1374,91
05.01.2021;04:45;1352,59
05.01.2021;05:00;1297,54
05.01.2021;05:15;1339,20
05.01.2021;05:30;1294,56
05.01.2021;05:45;1254,38
05.01.2021;06:00;1239,50
05.01.2021;06:15;1296,05
05.01.2021;06:30;1245,46
05.01.2021;06:45;1285,63
05.01.2021;07:00;1307,95
05.01.2021;07:15;1313,90
05.01.2021;07:30;1285,63
05.01.2021;07:45;1272,24
05.01.2021;08:00;1194,86
05.01.2021;08:15;1269,26
05.01.2021;08:30;1193,38
05.01.2021;08:45;1166,59
05.01.2021;09:00;1148,74
05.01.2021;09:15;1229,09
05.01.2021;09:30;1199,33
05.01.2021;09:45;1145,76
05.01.2021;10:00;1150,22
05.01.2021;10:15;1104,10
05.01.2021;10:30;1136,83
05.01.2021;10:45;1092,19
05.01.2021;11:00;1098,14
05.01.2021;11:15;1136,83
05.01.2021;11:30;1104,10
05.01.2021;11:45;1093,68
05.01.2021;12:00;1132,37
05.01.2021;12:15;1165,10
05.01.2021;12:30;1177,01
05.01.2021;12:45;1218,67
05.01.2021;13:00;1254,38
05.01.2021;13:15;1290,10
05.01.2021;13:30;1291,58
05.01.2021;13:45;1229,09
05.01.2021;14:00;1223,14
05.01.2021;14:15;1166,59
05.01.2021;14:30;1218,67
05.01.2021;14:45;1383,84
05.01.2021;15:00;1328,78
05.01.2021;15:15;1178,50
05.01.2021;15:30;1093,68
05.01.2021;15:45;1129,39
05.01.2021;16:00;1239,50
05.01.2021;16:15;1346,64
05.01.2021;16:30;1357,06
05.01.2021;16:45;1352,59
05.01.2021;17:00;1453,78
05.01.2021;17:15;1493,95
05.01.2021;17:30;1410,62
05.01.2021;17:45;1409,14
05.01.2021;18:00;1304,98
05.01.2021;18:15;1272,24
05.01.2021;18:30;1293,07
05.01.2021;18:45;1275,22
05.01.2021;19:00;1299,02
05.01.2021;19:15;1339,20
05.01.2021;19:30;1410,62
05.01.2021;19:45;1425,50
05.01.2021;20:00;1349,62
05.01.2021;20:15;1251,41
05.01.2021;20:30;1267,78
05.01.2021;20:45;1284,14
05.01.2021;21:00;1279,68
05.01.2021;21:15;1321,34
05.01.2021;21:30;1218,67
05.01.2021;21:45;1290,10
05.01.2021;22:00;1315,39
05.01.2021;22:15;1193,38
05.01.2021;22:30;1178,50
05.01.2021;22:45;1267,78
05.01.2021;23:00;1294,56
05.01.2021;23:15;1279,68
05.01.2021;23:30;1263,31
05.01.2021;23:45;1266,29
06.01.2021;00:00;1229,09
06.01.2021;00:15;1229,09
06.01.2021;00:30;1214,21
06.01.2021;00:45;1299,02
06.01.2021;01:00;1416,58
06.01.2021;01:15;1400,21
06.01.2021;01:30;1409,14
06.01.2021;01:45;1404,67
06.01.2021;02:00;1351,10
06.01.2021;02:15;1373,42
06.01.2021;02:30;1364,50
06.01.2021;02:45;1304,98
06.01.2021;03:00;1242,48
06.01.2021;03:15;1182,96
06.01.2021;03:30;1193,38
06.01.2021;03:45;1199,33
06.01.2021;04:00;1203,79
06.01.2021;04:15;1263,31
06.01.2021;04:30;1220,16
06.01.2021;04:45;1251,41
06.01.2021;05:00;1287,12
06.01.2021;05:15;1379,38
06.01.2021;05:30;1309,44
06.01.2021;05:45;1177,01
06.01.2021;06:00;1121,95
06.01.2021;06:15;1202,30
06.01.2021;06:30;1227,60
06.01.2021;06:45;1260,34
06.01.2021;07:00;1270,75
06.01.2021;07:15;1238,02
06.01.2021;07:30;1258,85
06.01.2021;07:45;1246,94
06.01.2021;08:00;1258,85
06.01.2021;08:15;1254,38
06.01.2021;08:30;1258,85
06.01.2021;08:45;1302,00
06.01.2021;09:00;1248,43
06.01.2021;09:15;1343,66
06.01.2021;09:30;1260,34
06.01.2021;09:45;1243,97
06.01.2021;10:00;1200,82
06.01.2021;10:15;1208,26
06.01.2021;10:30;1254,38
06.01.2021;10:45;1313,90
06.01.2021;11:00;1310,93
06.01.2021;11:15;1355,57
06.01.2021;11:30;1428,48
06.01.2021;11:45;1477,58
06.01.2021;12:00;1386,82
06.01.2021;12:15;1406,16
06.01.2021;12:30;1443,36
06.01.2021;12:45;1419,55
06.01.2021;13:00;1449,31
06.01.2021;13:15;1357,06
06.01.2021;13:30;1385,33
06.01.2021;13:45;1325,81
06.01.2021;14:00;1324,32
06.01.2021;14:15;1342,18
06.01.2021;14:30;1367,47
06.01.2021;14:45;1348,13
06.01.2021;15:00;1391,28
06.01.2021;15:15;1403,18
06.01.2021;15:30;1416,58
06.01.2021;15:45;1404,67
06.01.2021;16:00;1343,66
06.01.2021;16:15;1345,15
06.01.2021;16:30;1281,17
06.01.2021;16:45;1309,44
06.01.2021;17:00;1351,10
06.01.2021;17:15;1391,28
06.01.2021;17:30;1392,77
06.01.2021;17:45;1429,97
06.01.2021;18:00;1422,53
06.01.2021;18:15;1522,22
06.01.2021;18:30;1604,06
06.01.2021;18:45;1571,33
06.01.2021;19:00;1581,74
06.01.2021;19:15;1605,55
06.01.2021;19:30;1574,30
06.01.2021;19:45;1626,38
06.01.2021;20:00;1602,58
06.01.2021;20:15;1593,65
06.01.2021;20:30;1485,02
06.01.2021;20:45;1352,59
06.01.2021;21:00;1360,03
06.01.2021;21:15;1374,91
06.01.2021;21:30;1357,06
06.01.2021;21:45;1319,86
06.01.2021;22:00;1336,22
06.01.2021;22:15;1418,06
06.01.2021;22:30;1449,31
06.01.2021;22:45;1602,58
06.01.2021;23:00;1572,82
06.01.2021;23:15;1583,23
06.01.2021;23:30;1566,86
06.01.2021;23:45;1556,45
07.01.2021;00:00;1610,02
07.01.2021;00:15;1566,86
07.01.2021;00:30;1499,90
07.01.2021;00:45;1479,07
07.01.2021;01:00;1434,43
07.01.2021;01:15;1453,78
07.01.2021;01:30;1474,61
07.01.2021;01:45;1476,10
07.01.2021;02:00;1587,70
07.01.2021;02:15;1553,47
07.01.2021;02:30;1418,06
07.01.2021;02:45;1345,15
07.01.2021;03:00;1346,64
07.01.2021;03:15;1422,53
07.01.2021;03:30;1360,03
07.01.2021;03:45;1461,22
07.01.2021;04:00;1431,46
07.01.2021;04:15;1455,26
07.01.2021;04:30;1483,54
07.01.2021;04:45;1419,55
07.01.2021;05:00;1403,18
07.01.2021;05:15;1386,82
07.01.2021;05:30;1415,09
07.01.2021;05:45;1365,98
07.01.2021;06:00;1340,69
07.01.2021;06:15;1355,57
07.01.2021;06:30;1409,14
07.01.2021;06:45;1424,02
07.01.2021;07:00;1426,99
07.01.2021;07:15;1382,35
07.01.2021;07:30;1361,52
07.01.2021;07:45;1339,20
07.01.2021;08:00;1275,22
07.01.2021;08:15;1273,73
07.01.2021;08:30;1264,80
07.01.2021;08:45;1319,86
07.01.2021;09:00;1307,95
07.01.2021;09:15;1368,96
07.01.2021;09:30;1318,37
07.01.2021;09:45;1299,02
07.01.2021;10:00;1217,18
07.01.2021;10:15;1243,97
07.01.2021;10:30;1284,14
07.01.2021;10:45;1306,46
07.01.2021;11:00;1306,46
07.01.2021;11:15;1386,82
07.01.2021;11:30;1410,62
07.01.2021;11:45;1580,26
07.01.2021;12:00;1502,88
07.01.2021;12:15;1543,06
07.01.2021;12:30;1501,39
07.01.2021;12:45;1581,74
07.01.2021;13:00;1575,79
07.01.2021;13:15;1563,89
07.01.2021;13:30;1544,54
07.01.2021;13:45;1431,46
07.01.2021;14:00;1395,74
07.01.2021;14:15;1410,62
07.01.2021;14:30;1435,92
07.01.2021;14:45;1443,36
07.01.2021;15:00;1456,75
07.01.2021;15:15;1421,04
07.01.2021;15:30;1383,84
07.01.2021;15:45;1412,11
07.01.2021;16:00;1422,53
07.01.2021;16:15;1382,35
07.01.2021;16:30;1291,58
07.01.2021;16:45;1296,05
07.01.2021;17:00;1313,90
07.01.2021;17:15;1306,46
07.01.2021;17:30;1365,98
07.01.2021;17:45;1336,22
07.01.2021;18:00;1348,13
07.01.2021;18:15;1226,11
07.01.2021;18:30;1163,62
07.01.2021;18:45;1236,53
07.01.2021;19:00;1215,70
07.01.2021;19:15;1257,36
07.01.2021;19:30;1257,36
07.01.2021;19:45;1239,50
07.01.2021;20:00;1191,89
07.01.2021;20:15;1217,18
07.01.2021;20:30;1196,35
07.01.2021;20:45;1194,86
07.01.2021;21:00;1205,28
07.01.2021;21:15;1319,86
07.01.2021;21:30;1266,29
07.01.2021;21:45;1235,04
07.01.2021;22:00;1190,40
07.01.2021;22:15;1208,26
07.01.2021;22:30;1217,18
07.01.2021;22:45;1138,32
07.01.2021;23:00;1110,05
07.01.2021;23:15;1066,90
07.01.2021;23:30;1071,36
07.01.2021;23:45;1062,43
08.01.2021;00:00;1075,82
08.01.2021;00:15;1162,13
08.01.2021;00:30;1130,88
08.01.2021;00:45;1166,59
08.01.2021;01:00;1217,18
08.01.2021;01:15;1342,18
08.01.2021;01:30;1282,66
08.01.2021;01:45;1211,23
08.01.2021;02:00;1242,48
08.01.2021;02:15;1144,27
08.01.2021;02:30;1205,28
08.01.2021;02:45;1235,04
08.01.2021;03:00;1243,97
08.01.2021;03:15;1165,10
08.01.2021;03:30;1168,08
08.01.2021;03:45;1185,94
08.01.2021;04:00;1136,83
08.01.2021;04:15;1093,68
08.01.2021;04:30;1008,86
08.01.2021;04:45;983,57
08.01.2021;05:00;988,03
08.01.2021;05:15;1022,26
08.01.2021;05:30;1020,77
08.01.2021;05:45;1010,35
08.01.2021;06:00;1060,94
08.01.2021;06:15;988,03
08.01.2021;06:30;1032,67
08.01.2021;06:45;1066,90
08.01.2021;07:00;1040,11
08.01.2021;07:15;895,78
08.01.2021;07:30;876,43
08.01.2021;07:45;866,02
08.01.2021;08:00;775,25
08.01.2021;08:15;800,54
08.01.2021;08:30;821,38
08.01.2021;08:45;797,57
08.01.2021;09:00;836,26
08.01.2021;09:15;1013,33
08.01.2021;09:30;897,26
08.01.2021;09:45;770,78
08.01.2021;10:00;770,78
08.01.2021;10:15;761,86
08.01.2021;10:30;807,98
08.01.2021;10:45;770,78
08.01.2021;11:00;736,56
08.01.2021;11:15;867,50
08.01.2021;11:30;941,90
08.01.2021;11:45;1026,72
08.01.2021;12:00;1046,06
08.01.2021;12:15;1049,04
08.01.2021;12:30;1023,74
08.01.2021;12:45;973,15
08.01.2021;13:00;1014,82
08.01.2021;13:15;1011,84
08.01.2021;13:30;970,18
08.01.2021;13:45;938,93
08.01.2021;14:00;888,34
08.01.2021;14:15;919,58
08.01.2021;14:30;940,42
08.01.2021;14:45;970,18
08.01.2021;15:00;919,58
08.01.2021;15:15;1098,14
08.01.2021;15:30;1025,23
08.01.2021;15:45;1011,84
08.01.2021;16:00;980,59
08.01.2021;16:15;1069,87
08.01.2021;16:30;1062,43
08.01.2021;16:45;1025,23
08.01.2021;17:00;1010,35
08.01.2021;17:15;1108,56
08.01.2021;17:30;1035,65
08.01.2021;17:45;977,62
08.01.2021;18:00;941,90
08.01.2021;18:15;955,30
08.01.2021;18:30;947,86
08.01.2021;18:45;967,20
08.01.2021;19:00;1025,23
08.01.2021;19:15;979,10
08.01.2021;19:30;1025,23
08.01.2021;19:45;1093,68
08.01.2021;20:00;1098,14
08.01.2021;20:15;1069,87
08.01.2021;20:30;1071,36
08.01.2021;20:45;1034,16
08.01.2021;21:00;1011,84
08.01.2021;21:15;1001,42
08.01.2021;21:30;1001,42
08.01.2021;21:45;1010,35
08.01.2021;22:00;971,66
08.01.2021;22:15;986,54
08.01.2021;22:30;1019,28
08.01.2021;22:45;1005,89
08.01.2021;23:00;931,49
08.01.2021;23:15;888,34
08.01.2021;23:30;930,00
08.01.2021;23:45;940,42
09.01.2021;00:00;961,25
09.01.2021;00:15;1074,34
09.01.2021;00:30;1037,14
09.01.2021;00:45;935,95
09.01.2021;01:00;898,75
09.01.2021;01:15;1016,30
09.01.2021;01:30;1011,84
09.01.2021;01:45;976,13
09.01.2021;02:00;955,30
09.01.2021;02:15;863,04
09.01.2021;02:30;858,58
09.01.2021;02:45;842,21
09.01.2021;03:00;834,77
09.01.2021;03:15;824,35
09.01.2021;03:30;892,80
09.01.2021;03:45;849,65
09.01.2021;04:00;815,42
09.01.2021;04:15;854,11
09.01.2021;04:30;888,34
09.01.2021;04:45;813,94
09.01.2021;05:00;787,15
09.01.2021;05:15;802,03
09.01.2021;05:30;819,89
09.01.2021;05:45;787,15
09.01.2021;06:00;782,69
09.01.2021;06:15;790,13
09.01.2021;06:30;782,69
09.01.2021;06:45;778,22
09.01.2021;07:00;776,74
09.01.2021;07:15;831,79
09.01.2021;07:30;858,58
09.01.2021;07:45;830,30
09.01.2021;08:00;718,70
09.01.2021;08:15;688,94
09.01.2021;08:30;688,94
09.01.2021;08:45;666,62
09.01.2021;09:00;758,88
09.01.2021;09:15;726,14
09.01.2021;09:30;687,46
09.01.2021;09:45;665,14
09.01.2021;10:00;718,70
09.01.2021;10:15;644,30
09.01.2021;10:30;681,50
09.01.2021;10:45;688,94
09.01.2021;11:00;742,51
09.01.2021;11:15;763,34
09.01.2021;11:30;806,50
09.01.2021;11:45;854,11
09.01.2021;12:00;842,21
09.01.2021;12:15;816,91
09.01.2021;12:30;807,98
09.01.2021;12:45;828,82
09.01.2021;13:00;831,79
09.01.2021;13:15;749,95
09.01.2021;13:30;744,00
09.01.2021;13:45;729,12
09.01.2021;14:00;709,78
09.01.2021;14:15;718,70
09.01.2021;14:30;694,90
09.01.2021;14:45;682,99
09.01.2021;15:00;691,92
09.01.2021;15:15;742,51
09.01.2021;15:30;822,86
09.01.2021;15:45;840,72
09.01.2021;16:00;860,06
09.01.2021;16:15;857,09
09.01.2021;16:30;805,01
09.01.2021;16:45;776,74
09.01.2021;17:00;784,18
09.01.2021;17:15;928,51
09.01.2021;17:30;822,86
09.01.2021;17:45;793,10
09.01.2021;18:00;858,58
09.01.2021;18:15;761,86
09.01.2021;18:30;755,90
09.01.2021;18:45;790,13
09.01.2021;19:00;709,78
09.01.2021;19:15;730,61
09.01.2021;19:30;726,14
09.01.2021;19:45;858,58
09.01.2021;20:00;876,43
09.01.2021;20:15;871,97
09.01.2021;20:30;874,94
09.01.2021;20:45;848,16
09.01.2021;21:00;976,13
09.01.2021;21:15;1035,65
09.01.2021;21:30;992,50
09.01.2021;21:45;971,66
09.01.2021;22:00;937,44
09.01.2021;22:15;904,70
09.01.2021;22:30;949,34
09.01.2021;22:45;866,02
09.01.2021;23:00;910,66
09.01.2021;23:15;959,76
09.01.2021;23:30;955,30
09.01.2021;23:45;921,07
10.01.2021;00:00;919,58
10.01.2021;00:15;912,14
10.01.2021;00:30;1004,40
10.01.2021;00:45;906,19
10.01.2021;01:00;898,75
10.01.2021;01:15;1013,33
10.01.2021;01:30;925,54
10.01.2021;01:45;882,38
10.01.2021;02:00;1044,58
10.01.2021;02:15;1028,21
10.01.2021;02:30;1013,33
10.01.2021;02:45;985,06
10.01.2021;03:00;938,93
10.01.2021;03:15;931,49
10.01.2021;03:30;946,37
10.01.2021;03:45;922,56
10.01.2021;04:00;959,76
10.01.2021;04:15;913,63
10.01.2021;04:30;930,00
10.01.2021;04:45;916,61
10.01.2021;05:00;932,98
10.01.2021;05:15;922,56
10.01.2021;05:30;938,93
10.01.2021;05:45;941,90
10.01.2021;06:00;977,62
10.01.2021;06:15;1101,12
10.01.2021;06:30;1098,14
