Datum;Periode ab;kW
01.01.2021;20:30;138,72
01.01.2021;20:45;144,16
01.01.2021;21:00;119,68
01.01.2021;21:15;141,44
01.01.2021;21:30;138,72
01.01.2021;21:45;136,00
01.01.2021;22:00;141,44
01.01.2021;22:15;125,12
01.01.2021;22:30;149,60
01.01.2021;22:45;119,68
01.01.2021;23:00;141,44
01.01.2021;23:15;130,56
01.01.2021;23:30;127,84
01.01.2021;23:45;141,44
02.01.2021;00:00;122,40
02.01.2021;00:15;138,72
02.01.2021;00:30;119,68
02.01.2021;00:45;122,40
02.01.2021;01:00;157,76
02.01.2021;01:15;108,80
02.01.2021;01:30;141,44
02.01.2021;01:45;122,40
02.01.2021;02:00;127,84
02.01.2021;02:15;146,88
02.01.2021;02:30;111,52
02.01.2021;02:45;141,44
02.01.2021;03:00;122,40
02.01.2021;03:15;127,84
02.01.2021;03:30;138,72
02.01.2021;03:45;114,24
02.01.2021;04:00;146,88
02.01.2021;04:15;119,68
02.01.2021;04:30;146,88
02.01.2021;04:45;155,04
02.01.2021;05:00;152,32
02.01.2021;05:15;152,32
02.01.2021;05:30;125,12
02.01.2021;05:45;138,72
02.01.2021;06:00;138,72
02.01.2021;06:15;125,12
02.01.2021;06:30;144,16
02.01.2021;06:45;125,12
02.01.2021;07:00;138,72
02.01.2021;07:15;138,72
02.01.2021;07:30;122,40
02.01.2021;07:45;144,16
02.01.2021;08:00;130,56
02.01.2021;08:15;144,16
02.01.2021;08:30;136,00
02.01.2021;08:45;125,12
02.01.2021;09:00;152,32
02.01.2021;09:15;141,44
02.01.2021;09:30;163,20
02.01.2021;09:45;146,88
02.01.2021;10:00;136,00
02.01.2021;10:15;146,88
02.01.2021;10:30;122,40
02.01.2021;10:45;149,60
02.01.2021;11:00;127,84
02.01.2021;11:15;127,84
02.01.2021;11:30;138,72
02.01.2021;11:45;111,52
02.01.2021;12:00;146,88
02.01.2021;12:15;125,12
02.01.2021;12:30;133,28
02.01.2021;12:45;130,56
02.01.2021;13:00;127,84
02.01.2021;13:15;141,44
02.01.2021;13:30;116,96
02.01.2021;13:45;130,56
02.01.2021;14:00;136,00
02.01.2021;14:15;127,84
02.01.2021;14:30;144,16
02.01.2021;14:45;119,68
02.01.2021;15:00;144,16
02.01.2021;15:15;136,00
02.01.2021;15:30;138,72
02.01.2021;15:45;146,88
02.01.2021;16:00;119,68
02.01.2021;16:15;149,60
02.01.2021;16:30;152,32
02.01.2021;16:45;133,28
02.01.2021;17:00;146,88
02.01.2021;17:15;116,96
02.01.2021;17:30;146,88
02.01.2021;17:45;133,28
02.01.2021;18:00;133,28
02.01.2021;18:15;144,16
02.01.2021;18:30;125,12
02.01.2021;18:45;149,60
02.01.2021;19:00;149,60
02.01.2021;19:15;122,40
02.01.2021;19:30;152,32
02.01.2021;19:45;144,16
02.01.2021;20:00;146,88
02.01.2021;20:15;149,60
02.01.2021;20:30;130,56
02.01.2021;20:45;149,60
02.01.2021;21:00;130,56
02.01.2021;21:15;149,60
02.01.2021;21:30;146,88
02.01.2021;21:45;130,56
02.01.2021;22:00;146,88
02.01.2021;22:15;133,28
02.01.2021;22:30;136,00
02.01.2021;22:45;144,16
02.01.2021;23:00;125,12
02.01.2021;23:15;146,88
02.01.2021;23:30;133,28
02.01.2021;23:45;133,28
03.01.2021;00:00;136,00
03.01.2021;00:15;119,68
03.01.2021;00:30;149,60
03.01.2021;00:45;125,12
03.01.2021;01:00;133,28
03.01.2021;01:15;144,16
03.01.2021;01:30;122,40
03.01.2021;01:45;138,72
03.01.2021;02:00;133,28
03.01.2021;02:15;122,40
03.01.2021;02:30;144,16
03.01.2021;02:45;119,68
03.01.2021;03:00;149,60
03.01.2021;03:15;127,84
03.01.2021;03:30;127,84
03.01.2021;03:45;152,32
03.01.2021;04:00;116,96
03.01.2021;04:15;149,60
03.01.2021;04:30;144,16
03.01.2021;04:45;141,44
03.01.2021;05:00;168,64
03.01.2021;05:15;138,72
03.01.2021;05:30;141,44
03.01.2021;05:45;144,16
03.01.2021;06:00;127,84
03.01.2021;06:15;146,88
03.01.2021;06:30;125,12
03.01.2021;06:45;136,00
03.01.2021;07:00;149,60
03.01.2021;07:15;119,68
03.01.2021;07:30;149,60
03.01.2021;07:45;125,12
03.01.2021;08:00;130,56
03.01.2021;08:15;138,72
03.01.2021;08:30;114,24
03.01.2021;08:45;138,72
03.01.2021;09:00;127,84
03.01.2021;09:15;122,40
03.01.2021;09:30;152,32
03.01.2021;09:45;111,52
03.01.2021;10:00;144,16
03.01.2021;10:15;119,68
03.01.2021;10:30;136,00
03.01.2021;10:45;125,12
03.01.2021;11:00;116,96
03.01.2021;11:15;144,16
03.01.2021;11:30;114,24
03.01.2021;11:45;136,00
03.01.2021;12:00;133,28
03.01.2021;12:15;130,56
03.01.2021;12:30;133,28
03.01.2021;12:45;119,68
03.01.2021;13:00;160,48
03.01.2021;13:15;122,40
03.01.2021;13:30;144,16
03.01.2021;13:45;130,56
03.01.2021;14:00;130,56
03.01.2021;14:15;138,72
03.01.2021;14:30;111,52
03.01.2021;14:45;133,28
03.01.2021;15:00;127,84
03.01.2021;15:15;130,56
03.01.2021;15:30;138,72
03.01.2021;15:45;111,52
03.01.2021;16:00;152,32
03.01.2021;16:15;125,12
03.01.2021;16:30;136,00
03.01.2021;16:45;133,28
03.01.2021;17:00;133,28
03.01.2021;17:15;160,48
03.01.2021;17:30;125,12
03.01.2021;17:45;141,44
03.01.2021;18:00;133,28
03.01.2021;18:15;125,12
03.01.2021;18:30;155,04
03.01.2021;18:45;122,40
03.01.2021;19:00;157,76
03.01.2021;19:15;146,88
03.01.2021;19:30;146,88
03.01.2021;19:45;146,88
03.01.2021;20:00;122,40
03.01.2021;20:15;146,88
03.01.2021;20:30;138,72
03.01.2021;20:45;136,00
03.01.2021;21:00;144,16
03.01.2021;21:15;122,40
03.01.2021;21:30;152,32
03.01.2021;21:45;133,28
03.01.2021;22:00;146,88
03.01.2021;22:15;133,28
03.01.2021;22:30;122,40
03.01.2021;22:45;141,44
03.01.2021;23:00;127,84
03.01.2021;23:15;138,72
03.01.2021;23:30;138,72
03.01.2021;23:45;125,12
04.01.2021;00:00;149,60
04.01.2021;00:15;116,96
04.01.2021;00:30;141,44
04.01.2021;00:45;127,84
04.01.2021;01:00;127,84
04.01.2021;01:15;152,32
04.01.2021;01:30;116,96
04.01.2021;01:45;141,44
04.01.2021;02:00;133,28
04.01.2021;02:15;125,12
04.01.2021;02:30;144,16
04.01.2021;02:45;119,68
04.01.2021;03:00;141,44
04.01.2021;03:15;130,56
04.01.2021;03:30;130,56
04.01.2021;03:45;152,32
04.01.2021;04:00;108,80
04.01.2021;04:15;144,16
04.01.2021;04:30;133,28
04.01.2021;04:45;165,92
04.01.2021;05:00;225,76
04.01.2021;05:15;179,52
04.01.2021;05:30;244,80
04.01.2021;05:45;190,40
04.01.2021;06:00;198,56
04.01.2021;06:15;272,00
04.01.2021;06:30;296,48
04.01.2021;06:45;508,64
04.01.2021;07:00;592,96
04.01.2021;07:15;813,28
04.01.2021;07:30;973,76
04.01.2021;07:45;938,40
04.01.2021;08:00;984,64
04.01.2021;08:15;995,52
04.01.2021;08:30;965,60
04.01.2021;08:45;1028,16
04.01.2021;09:00;1041,76
04.01.2021;09:15;1017,28
04.01.2021;09:30;1052,64
04.01.2021;09:45;1096,16
04.01.2021;10:00;1009,12
04.01.2021;10:15;971,04
04.01.2021;10:30;960,16
04.01.2021;10:45;984,64
04.01.2021;11:00;900,32
04.01.2021;11:15;554,88
04.01.2021;11:30;497,76
04.01.2021;11:45;467,84
04.01.2021;12:00;489,60
04.01.2021;12:15;995,52
04.01.2021;12:30;968,32
04.01.2021;12:45;1030,88
04.01.2021;13:00;992,80
04.01.2021;13:15;1096,16
04.01.2021;13:30;1006,40
04.01.2021;13:45;873,12
04.01.2021;14:00;952,00
04.01.2021;14:15;957,44
04.01.2021;14:30;976,48
04.01.2021;14:45;908,48
04.01.2021;15:00;875,84
04.01.2021;15:15;884,00
04.01.2021;15:30;690,88
04.01.2021;15:45;503,20
04.01.2021;16:00;383,52
04.01.2021;16:15;296,48
04.01.2021;16:30;318,24
04.01.2021;16:45;293,76
04.01.2021;17:00;348,16
04.01.2021;17:15;301,92
04.01.2021;17:30;299,20
04.01.2021;17:45;291,04
04.01.2021;18:00;263,84
04.01.2021;18:15;299,20
04.01.2021;18:30;272,00
04.01.2021;18:45;274,72
04.01.2021;19:00;301,92
04.01.2021;19:15;252,96
04.01.2021;19:30;263,84
04.01.2021;19:45;258,40
04.01.2021;20:00;228,48
04.01.2021;20:15;255,68
04.01.2021;20:30;220,32
04.01.2021;20:45;258,40
04.01.2021;21:00;233,92
04.01.2021;21:15;258,40
04.01.2021;21:30;272,00
04.01.2021;21:45;233,92
04.01.2021;22:00;258,40
04.01.2021;22:15;244,80
04.01.2021;22:30;239,36
04.01.2021;22:45;247,52
04.01.2021;23:00;225,76
04.01.2021;23:15;244,80
04.01.2021;23:30;242,08
04.01.2021;23:45;231,20
05.01.2021;00:00;231,20
05.01.2021;00:15;223,04
05.01.2021;00:30;233,92
05.01.2021;00:45;225,76
05.01.2021;01:00;231,20
05.01.2021;01:15;242,08
05.01.2021;01:30;217,60
05.01.2021;01:45;239,36
05.01.2021;02:00;225,76
05.01.2021;02:15;187,68
05.01.2021;02:30;193,12
05.01.2021;02:45;149,60
05.01.2021;03:00;190,40
05.01.2021;03:15;179,52
05.01.2021;03:30;160,48
05.01.2021;03:45;187,68
05.01.2021;04:00;155,04
05.01.2021;04:15;184,96
05.01.2021;04:30;179,52
05.01.2021;04:45;195,84
05.01.2021;05:00;263,84
05.01.2021;05:15;187,68
05.01.2021;05:30;310,08
05.01.2021;05:45;250,24
05.01.2021;06:00;299,20
05.01.2021;06:15;334,56
05.01.2021;06:30;340,00
05.01.2021;06:45;508,64
05.01.2021;07:00;810,56
05.01.2021;07:15;818,72
05.01.2021;07:30;1036,32
05.01.2021;07:45;1011,84
05.01.2021;08:00;1049,92
05.01.2021;08:15;957,44
05.01.2021;08:30;968,32
05.01.2021;08:45;1079,84
05.01.2021;09:00;1082,56
05.01.2021;09:15;1166,88
05.01.2021;09:30;1139,68
05.01.2021;09:45;1128,80
05.01.2021;10:00;1142,40
05.01.2021;10:15;1090,72
05.01.2021;10:30;1074,40
05.01.2021;10:45;1009,12
05.01.2021;11:00;1014,56
05.01.2021;11:15;767,04
05.01.2021;11:30;639,20
05.01.2021;11:45;590,24
05.01.2021;12:00;598,40
05.01.2021;12:15;1044,48
05.01.2021;12:30;1128,80
05.01.2021;12:45;1068,96
05.01.2021;13:00;1142,40
05.01.2021;13:15;1117,92
05.01.2021;13:30;1185,92
05.01.2021;13:45;1136,96
05.01.2021;14:00;1172,32
05.01.2021;14:15;1180,48
05.01.2021;14:30;1150,56
05.01.2021;14:45;1104,32
05.01.2021;15:00;968,32
05.01.2021;15:15;884,00
05.01.2021;15:30;897,60
05.01.2021;15:45;652,80
05.01.2021;16:00;451,52
05.01.2021;16:15;391,68
05.01.2021;16:30;380,80
05.01.2021;16:45;388,96
05.01.2021;17:00;375,36
05.01.2021;17:15;380,80
05.01.2021;17:30;280,16
05.01.2021;17:45;277,44
05.01.2021;18:00;266,56
05.01.2021;18:15;242,08
05.01.2021;18:30;250,24
05.01.2021;18:45;242,08
05.01.2021;19:00;255,68
05.01.2021;19:15;233,92
05.01.2021;19:30;198,56
05.01.2021;19:45;242,08
05.01.2021;20:00;198,56
05.01.2021;20:15;190,40
05.01.2021;20:30;204,00
05.01.2021;20:45;176,80
05.01.2021;21:00;217,60
05.01.2021;21:15;184,96
05.01.2021;21:30;201,28
05.01.2021;21:45;198,56
05.01.2021;22:00;171,36
05.01.2021;22:15;209,44
05.01.2021;22:30;174,08
05.01.2021;22:45;201,28
05.01.2021;23:00;182,24
05.01.2021;23:15;176,80
05.01.2021;23:30;193,12
05.01.2021;23:45;174,08
06.01.2021;00:00;171,36
06.01.2021;00:15;179,52
06.01.2021;00:30;168,64
06.01.2021;00:45;204,00
06.01.2021;01:00;157,76
06.01.2021;01:15;174,08
06.01.2021;01:30;190,40
06.01.2021;01:45;163,20
06.01.2021;02:00;184,96
06.01.2021;02:15;149,60
06.01.2021;02:30;149,60
06.01.2021;02:45;152,32
06.01.2021;03:00;144,16
06.01.2021;03:15;155,04
06.01.2021;03:30;138,72
06.01.2021;03:45;149,60
06.01.2021;04:00;152,32
06.01.2021;04:15;149,60
06.01.2021;04:30;155,04
06.01.2021;04:45;206,72
06.01.2021;05:00;233,92
06.01.2021;05:15;212,16
06.01.2021;05:30;244,80
06.01.2021;05:45;209,44
06.01.2021;06:00;204,00
06.01.2021;06:15;179,52
06.01.2021;06:30;214,88
06.01.2021;06:45;182,24
06.01.2021;07:00;206,72
06.01.2021;07:15;187,68
06.01.2021;07:30;190,40
06.01.2021;07:45;204,00
06.01.2021;08:00;179,52
06.01.2021;08:15;204,00
06.01.2021;08:30;195,84
06.01.2021;08:45;193,12
06.01.2021;09:00;204,00
06.01.2021;09:15;182,24
06.01.2021;09:30;209,44
06.01.2021;09:45;174,08
06.01.2021;10:00;190,40
06.01.2021;10:15;193,12
06.01.2021;10:30;179,52
06.01.2021;10:45;198,56
06.01.2021;11:00;176,80
06.01.2021;11:15;193,12
06.01.2021;11:30;179,52
06.01.2021;11:45;184,96
06.01.2021;12:00;212,16
06.01.2021;12:15;171,36
06.01.2021;12:30;212,16
06.01.2021;12:45;179,52
06.01.2021;13:00;204,00
06.01.2021;13:15;204,00
06.01.2021;13:30;193,12
06.01.2021;13:45;214,88
06.01.2021;14:00;171,36
06.01.2021;14:15;201,28
06.01.2021;14:30;193,12
06.01.2021;14:45;176,80
06.01.2021;15:00;212,16
06.01.2021;15:15;182,24
06.01.2021;15:30;206,72
06.01.2021;15:45;193,12
06.01.2021;16:00;171,36
06.01.2021;16:15;184,96
06.01.2021;16:30;163,20
06.01.2021;16:45;187,68
06.01.2021;17:00;209,44
06.01.2021;17:15;190,40
06.01.2021;17:30;190,40
06.01.2021;17:45;157,76
06.01.2021;18:00;193,12
06.01.2021;18:15;195,84
06.01.2021;18:30;174,08
06.01.2021;18:45;198,56
06.01.2021;19:00;174,08
06.01.2021;19:15;195,84
06.01.2021;19:30;190,40
06.01.2021;19:45;176,80
06.01.2021;20:00;198,56
06.01.2021;20:15;160,48
06.01.2021;20:30;190,40
06.01.2021;20:45;193,12
06.01.2021;21:00;168,64
06.01.2021;21:15;198,56
06.01.2021;21:30;179,52
06.01.2021;21:45;168,64
06.01.2021;22:00;190,40
06.01.2021;22:15;163,20
06.01.2021;22:30;198,56
06.01.2021;22:45;176,80
06.01.2021;23:00;195,84
06.01.2021;23:15;193,12
06.01.2021;23:30;168,64
06.01.2021;23:45;190,40
07.01.2021;00:00;179,52
07.01.2021;00:15;176,80
07.01.2021;00:30;193,12
07.01.2021;00:45;157,76
07.01.2021;01:00;190,40
07.01.2021;01:15;176,80
07.01.2021;01:30;160,48
07.01.2021;01:45;195,84
07.01.2021;02:00;165,92
07.01.2021;02:15;168,64
07.01.2021;02:30;163,20
07.01.2021;02:45;141,44
07.01.2021;03:00;157,76
07.01.2021;03:15;149,60
07.01.2021;03:30;144,16
07.01.2021;03:45;157,76
07.01.2021;04:00;130,56
07.01.2021;04:15;168,64
07.01.2021;04:30;141,44
07.01.2021;04:45;184,96
07.01.2021;05:00;252,96
07.01.2021;05:15;176,80
07.01.2021;05:30;272,00
07.01.2021;05:45;204,00
07.01.2021;06:00;225,76
07.01.2021;06:15;299,20
07.01.2021;06:30;323,68
07.01.2021;06:45;538,56
07.01.2021;07:00;903,04
07.01.2021;07:15;1030,88
07.01.2021;07:30;949,28
07.01.2021;07:45;981,92
07.01.2021;08:00;1017,28
07.01.2021;08:15;1066,24
07.01.2021;08:30;1044,48
07.01.2021;08:45;1028,16
07.01.2021;09:00;1006,40
07.01.2021;09:15;1085,28
07.01.2021;09:30;962,88
07.01.2021;09:45;981,92
07.01.2021;10:00;900,32
07.01.2021;10:15;845,92
07.01.2021;10:30;840,48
07.01.2021;10:45;884,00
07.01.2021;11:00;892,16
07.01.2021;11:15;644,64
07.01.2021;11:30;587,52
07.01.2021;11:45;544,00
07.01.2021;12:00;598,40
07.01.2021;12:15;943,84
07.01.2021;12:30;971,04
07.01.2021;12:45;908,48
07.01.2021;13:00;900,32
07.01.2021;13:15;957,44
07.01.2021;13:30;913,92
07.01.2021;13:45;1044,48
07.01.2021;14:00;1104,32
07.01.2021;14:15;1123,36
07.01.2021;14:30;1117,92
07.01.2021;14:45;981,92
07.01.2021;15:00;1077,12
07.01.2021;15:15;1068,96
07.01.2021;15:30;911,20
07.01.2021;15:45;554,88
07.01.2021;16:00;418,88
07.01.2021;16:15;394,40
07.01.2021;16:30;364,48
07.01.2021;16:45;386,24
07.01.2021;17:00;394,40
07.01.2021;17:15;383,52
07.01.2021;17:30;380,80
07.01.2021;17:45;356,32
07.01.2021;18:00;364,48
07.01.2021;18:15;337,28
07.01.2021;18:30;353,60
07.01.2021;18:45;329,12
07.01.2021;19:00;323,68
07.01.2021;19:15;334,56
07.01.2021;19:30;307,36
07.01.2021;19:45;340,00
07.01.2021;20:00;350,88
07.01.2021;20:15;320,96
07.01.2021;20:30;291,04
07.01.2021;20:45;223,04
07.01.2021;21:00;263,84
07.01.2021;21:15;261,12
07.01.2021;21:30;258,40
07.01.2021;21:45;233,92
07.01.2021;22:00;214,88
07.01.2021;22:15;252,96
07.01.2021;22:30;195,84
07.01.2021;22:45;242,08
07.01.2021;23:00;231,20
07.01.2021;23:15;231,20
07.01.2021;23:30;242,08
07.01.2021;23:45;228,48
08.01.2021;00:00;242,08
08.01.2021;00:15;214,88
08.01.2021;00:30;225,76
08.01.2021;00:45;242,08
08.01.2021;01:00;214,88
08.01.2021;01:15;244,80
08.01.2021;01:30;217,60
08.01.2021;01:45;231,20
08.01.2021;02:00;244,80
08.01.2021;02:15;165,92
08.01.2021;02:30;195,84
08.01.2021;02:45;160,48
08.01.2021;03:00;184,96
08.01.2021;03:15;179,52
08.01.2021;03:30;179,52
08.01.2021;03:45;184,96
08.01.2021;04:00;171,36
08.01.2021;04:15;190,40
08.01.2021;04:30;184,96
08.01.2021;04:45;165,92
08.01.2021;05:00;204,00
08.01.2021;05:15;179,52
08.01.2021;05:30;293,76
08.01.2021;05:45;233,92
08.01.2021;06:00;342,72
08.01.2021;06:15;388,96
08.01.2021;06:30;361,76
08.01.2021;06:45;549,44
08.01.2021;07:00;892,16
08.01.2021;07:15;1098,88
08.01.2021;07:30;1033,60
08.01.2021;07:45;998,24
08.01.2021;08:00;908,48
08.01.2021;08:15;987,36
08.01.2021;08:30;1071,68
08.01.2021;08:45;1022,72
08.01.2021;09:00;881,28
08.01.2021;09:15;894,88
08.01.2021;09:30;856,80
08.01.2021;09:45;867,68
08.01.2021;10:00;764,32
08.01.2021;10:15;1011,84
08.01.2021;10:30;957,44
08.01.2021;10:45;924,80
08.01.2021;11:00;905,76
08.01.2021;11:15;816,00
08.01.2021;11:30;601,12
08.01.2021;11:45;478,72
08.01.2021;12:00;334,56
08.01.2021;12:15;285,60
08.01.2021;12:30;288,32
08.01.2021;12:45;291,04
08.01.2021;13:00;242,08
08.01.2021;13:15;261,12
08.01.2021;13:30;239,36
08.01.2021;13:45;231,20
08.01.2021;14:00;236,64
08.01.2021;14:15;212,16
08.01.2021;14:30;225,76
08.01.2021;14:45;184,96
08.01.2021;15:00;214,88
08.01.2021;15:15;206,72
08.01.2021;15:30;184,96
08.01.2021;15:45;206,72
08.01.2021;16:00;179,52
08.01.2021;16:15;198,56
08.01.2021;16:30;179,52
08.01.2021;16:45;193,12
08.01.2021;17:00;214,88
08.01.2021;17:15;184,96
08.01.2021;17:30;204,00
08.01.2021;17:45;168,64
08.01.2021;18:00;193,12
08.01.2021;18:15;176,80
08.01.2021;18:30;184,96
08.01.2021;18:45;193,12
08.01.2021;19:00;133,28
08.01.2021;19:15;157,76
08.01.2021;19:30;155,04
08.01.2021;19:45;136,00
08.01.2021;20:00;155,04
08.01.2021;20:15;130,56
08.01.2021;20:30;163,20
08.01.2021;20:45;138,72
08.01.2021;21:00;136,00
08.01.2021;21:15;157,76
08.01.2021;21:30;136,00
08.01.2021;21:45;160,48
08.01.2021;22:00;136,00
08.01.2021;22:15;136,00
08.01.2021;22:30;149,60
08.01.2021;22:45;130,56
08.01.2021;23:00;149,60
08.01.2021;23:15;138,72
08.01.2021;23:30;133,28
08.01.2021;23:45;155,04
09.01.2021;00:00;125,12
09.01.2021;00:15;165,92
09.01.2021;00:30;144,16
09.01.2021;00:45;127,84
09.01.2021;01:00;152,32
09.01.2021;01:15;133,28
09.01.2021;01:30;141,44
09.01.2021;01:45;138,72
09.01.2021;02:00;130,56
09.01.2021;02:15;146,88
09.01.2021;02:30;136,00
09.01.2021;02:45;133,28
09.01.2021;03:00;155,04
09.01.2021;03:15;114,24
09.01.2021;03:30;155,04
09.01.2021;03:45;136,00
09.01.2021;04:00;130,56
09.01.2021;04:15;146,88
09.01.2021;04:30;127,84
09.01.2021;04:45;141,44
09.01.2021;05:00;168,64
09.01.2021;05:15;133,28
09.01.2021;05:30;163,20
09.01.2021;05:45;136,00
09.01.2021;06:00;146,88
09.01.2021;06:15;144,16
09.01.2021;06:30;122,40
09.01.2021;06:45;152,32
09.01.2021;07:00;127,84
09.01.2021;07:15;149,60
09.01.2021;07:30;136,00
09.01.2021;07:45;130,56
09.01.2021;08:00;152,32
09.01.2021;08:15;144,16
09.01.2021;08:30;138,72
09.01.2021;08:45;160,48
09.01.2021;09:00;146,88
09.01.2021;09:15;165,92
09.01.2021;09:30;163,20
09.01.2021;09:45;168,64
09.01.2021;10:00;157,76
09.01.2021;10:15;130,56
09.01.2021;10:30;160,48
09.01.2021;10:45;119,68
09.01.2021;11:00;163,20
09.01.2021;11:15;125,12
09.01.2021;11:30;149,60
09.01.2021;11:45;146,88
09.01.2021;12:00;136,00
09.01.2021;12:15;141,44
09.01.2021;12:30;133,28
09.01.2021;12:45;144,16
09.01.2021;13:00;146,88
09.01.2021;13:15;138,72
09.01.2021;13:30;163,20
09.01.2021;13:45;133,28
09.01.2021;14:00;146,88
09.01.2021;14:15;138,72
09.01.2021;14:30;144,16
09.01.2021;14:45;149,60
09.01.2021;15:00;138,72
09.01.2021;15:15;171,36
09.01.2021;15:30;125,12
09.01.2021;15:45;152,32
09.01.2021;16:00;130,56
09.01.2021;16:15;130,56
09.01.2021;16:30;157,76
09.01.2021;16:45;136,00
09.01.2021;17:00;152,32
09.01.2021;17:15;149,60
09.01.2021;17:30;144,16
09.01.2021;17:45;165,92
09.01.2021;18:00;130,56
09.01.2021;18:15;163,20
09.01.2021;18:30;138,72
09.01.2021;18:45;138,72
09.01.2021;19:00;171,36
09.01.2021;19:15;149,60
09.01.2021;19:30;160,48
09.01.2021;19:45;165,92
09.01.2021;20:00;130,56
09.01.2021;20:15;174,08
09.01.2021;20:30;144,16
09.01.2021;20:45;155,04
09.01.2021;21:00;149,60
09.01.2021;21:15;136,00
09.01.2021;21:30;176,80
09.01.2021;21:45;149,60
09.01.2021;22:00;160,48
09.01.2021;22:15;157,76
09.01.2021;22:30;138,72
09.01.2021;22:45;171,36
09.01.2021;23:00;149,60
09.01.2021;23:15;146,88
09.01.2021;23:30;171,36
09.01.2021;23:45;144,16
10.01.2021;00:00;168,64
10.01.2021;00:15;144,16
10.01.2021;00:30;146,88
10.01.2021;00:45;179,52
10.01.2021;01:00;138,72
10.01.2021;01:15;171,36
10.01.2021;01:30;144,16
10.01.2021;01:45;157,76
10.01.2021;02:00;163,20
10.01.2021;02:15;141,44
10.01.2021;02:30;174,08
10.01.2021;02:45;146,88
10.01.2021;03:00;149,60
10.01.2021;03:15;165,92
10.01.2021;03:30;149,60
10.01.2021;03:45;174,08
10.01.2021;04:00;136,00
10.01.2021;04:15;165,92
10.01.2021;04:30;138,72
10.01.2021;04:45;157,76
10.01.2021;05:00;157,76
10.01.2021;05:15;171,36
10.01.2021;05:30;163,20
10.01.2021;05:45;149,60
10.01.2021;06:00;163,20
10.01.2021;06:15;165,92
10.01.2021;06:30;141,44
10.01.2021;06:45;176,80
10.01.2021;07:00;160,48
10.01.2021;07:15;165,92
10.01.2021;07:30;152,32
10.01.2021;07:45;160,48
10.01.2021;08:00;146,88
10.01.2021;08:15;144,16
10.01.2021;08:30;157,76
10.01.2021;08:45;127,84
10.01.2021;09:00;160,48
10.01.2021;09:15;141,44
10.01.2021;09:30;171,36
10.01.2021;09:45;141,44
10.01.2021;10:00;138,72
10.01.2021;10:15;171,36
10.01.2021;10:30;138,72
10.01.2021;10:45;138,72
10.01.2021;11:00;168,64
10.01.2021;11:15;155,04
10.01.2021;11:30;171,36
10.01.2021;11:45;127,84
10.01.2021;12:00;176,80
10.01.2021;12:15;149,60
10.01.2021;12:30;144,16
10.01.2021;12:45;160,48
10.01.2021;13:00;127,84
10.01.2021;13:15;138,72
10.01.2021;13:30;146,88
10.01.2021;13:45;138,72
10.01.2021;14:00;149,60
10.01.2021;14:15;130,56
10.01.2021;14:30;141,44
10.01.2021;14:45;163,20
10.01.2021;15:00;133,28
10.01.2021;15:15;165,92
10.01.2021;15:30;125,12
10.01.2021;15:45;155,04
